Voltage	Acceleration	Displacement	Power
0.0001874	0.01101	2.448E-5	1.755E-10
0.0005156	0.006028	6.4E-5	5.547E-11
0.0003664	4.567E-5	0.0001022	1.099E-10
0.0002769	-0.00755	0.0001438	3.44E-11
0.0003515	-0.01513	0.0001777	2.694E-10
0.0004484	-0.02087	0.0002011	1.291E-9
0.000344	-0.02451	0.0002099	4.014E-9
0.0002918	-0.02778	0.0002212	4.566E-9
0.000359	-0.031	0.0002153	4.217E-9
-0.0001257	-0.03217	0.0001958	9.227E-9
0.0004932	-0.02897	0.0001702	4.355E-9
0.0004261	-0.02224	0.0001354	2.624E-9
0.0002918	-0.01473	9.45E-5	6.78E-9
0.0001054	-0.008672	5.08E-5	5.154E-9
0.0003962	-0.003848	8.446E-6	3.623E-9
-4.372E-5	0.001849	-2.72E-5	9.431E-9
0.0003291	0.009151	-6.463E-5	9.845E-9
-0.0002823	0.01608	-9.483E-5	6.522E-9
0.0001203	0.02097	-0.0001187	1.114E-8
0.0001725	0.02444	-0.00013	2.167E-8
0.0002844	0.02767	-0.0001411	2.59E-8
0.001157	0.03067	-0.0001239	2.374E-8
0.0009257	0.03145	-0.0001092	2.693E-8
0.0007616	0.02794	-7.351E-5	2.71E-8
0.0007915	0.02128	-3.801E-5	3.087E-8
0.000441	0.01457	1.138E-6	2.456E-8
0.0001576	0.009018	4.059E-5	2.406E-8
0.0006721	0.003763	8.607E-5	2.977E-8
0.0001129	-0.002891	0.0001296	2.489E-8
0.0002396	-0.01084	0.0001644	2.246E-8
0.000441	-0.01771	0.000199	2.573E-8
0.0004261	-0.02252	0.0002165	2.456E-8
1.021E-6	-0.02582	0.0002294	2.693E-8
0.0002546	-0.0291	0.0002325	1.941E-8
0.0004857	-0.03195	0.0002214	3.143E-8
0.0003366	-0.03156	0.0001952	3.371E-8
0.0002247	-0.0267	0.0001698	2.539E-8
0.0003291	-0.01913	0.0001278	2.152E-8
0.0002844	-0.01196	9.428E-5	3.013E-8
0.0001874	-0.006882	4.431E-5	3.05E-8
0.0002546	-0.001902	6.656E-6	3.528E-8
0.00018	0.004562	-3.883E-5	2.152E-8
0.0005379	0.0121	-7.627E-5	2.152E-8
0.0002024	0.01843	-0.0001019	2.246E-8
0.0003664	0.02262	-0.0001211	2.762E-8
0.0002173	0.02567	-0.0001267	3.313E-8
